Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
29,Q034,P.S. 34 - QUEENS,SCA CIP,FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,67397,67397.00,1216.00,DSF0000995252
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Scope,Complete,3/2/2021,2/7/2022,2/3/2022,0,47137.00,47137.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,2/4/2022,6/6/2022,2/22/2022,73224,54840.00,50394.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1073964,1073964.00,42694.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE / FY20 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,73224,73224.00,31319.00,"DSF0000913369, DSF0000913370"
29,Q034,P.S. 34 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,65000.00,,DSF0001033745
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Scope,Complete,6/30/2022,12/27/2022,10/4/2022,109490,144592.00,128865.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Design,Complete,10/14/2022,6/12/2023,4/26/2023,547449,432283.00,425763.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Construction,In-Progress,7/12/2023,1/1/2025,,12317625,11372326.00,2298219.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,"CM,F&E",In-Progress,7/12/2023,1/1/2025,,766430,377236.00,245543.00,"DSF0000995279, DSF0001021034, DSF0001021035, DSF0001036330"
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,18000,0.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,264000,264000.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,18000,18000.00,0.00,DSF0001086360
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087054
29,Q035,P.S. 35 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,11/2/2023,DIIR,,DIIR,102000.00,101634.00,DSF0001035816
29,Q035,P.S. 35 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,113000.00,,DSF0001086361
29,Q035,P.S. 35 - QUEENS,DOE - Skilled Trades,REPLACEMENT OF (5) ROOF TOPS UNITS,Construction,In-Progress,6/4/2021,DOES,,DOES,977340.00,471038.00,DSF0000900952
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,3/1/2021,7/16/2021,10/26/2021,64814,137097.00,131305.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,11/3/2021,4/8/2022,3/24/2022,314425,282370.00,240604.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Construction,In-Progress,7/18/2022,9/14/2024,,6240379,5677734.00,2461308.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,"CM,F&E",In-Progress,7/18/2022,9/14/2024,,526761,312398.00,291949.00,"DSF0000946456, DSF0000946457, DSF0001021051"
29,Q036,P.S. 36 - QUEENS,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,In-Progress,5/18/2023,,,100000,100000.00,100000.00,DSF0001035229
29,Q036,P.S. 36 - QUEENS,DOE - RESOA,RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,98552.00,,DSF0001034894
29,Q036,P.S. 36 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,41819.00,,DSF0001035817
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/9/2017,10/10/2017,7/7/2017,154256,146449.00,146449.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/14/2017,12/15/2017,11/6/2017,617025,571081.00,558760.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,6/18/2018,12/9/2019,,11569214,6811485.00,6575643.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,6/18/2018,12/9/2019,,719862,517482.00,508110.00,"DSF0000798349, DSF0000788217"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Scope,Complete,8/15/2013,5/11/2015,11/3/2015,245222,260613.00,260613.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Design,Complete,4/5/2016,9/2/2016,2/14/2017,967305,907668.00,820479.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,Construction,In-Progress,7/18/2017,4/8/2019,,16918073,15568159.00,14777595.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,FLOOD ELIMINATION / FIRE ALARM / EXTERIOR MASONRY / ELEVATOR / PARAPETS / FLOOD ELIMINATION,"CM,F&E",In-Progress,7/18/2017,4/8/2019,,1320918,1985312.00,1978407.00,"DSF0000777242, DSF0000788218, DSF0000844042, DSF0000811529, DSF0000833628, DSF0000833629"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,8/30/2019,1/13/2020,9/10/2019,4477,2717.00,2717.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,9/10/2019,2/13/2020,2/5/2020,19939,10936.00,10936.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/15/2020,7/11/2021,,322834,319550.00,299454.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,47631,40091.00,26770.00,"DSF0000912705, DSF0000914265"
29,Q037,P.S. 37 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,65000.00,,DSF0001033747
29,Q037,P.S. 37 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,10/28/2021,DOES,,DOES,200833.00,185894.00,DSF0001008704
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Scope,Complete,5/11/2021,9/24/2021,12/7/2021,152878,138558.00,138558.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Design,Complete,12/10/2021,5/13/2022,10/6/2022,754443,654407.00,530012.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Construction,In-Progress,2/6/2023,3/26/2025,,16114442,14668969.00,3833454.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,"CM,F&E",In-Progress,2/6/2023,3/26/2025,,1144755,158425.00,99425.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,,DSF0001033257
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,BOILER BLOWBACK,Construction,In-Progress,11/16/2018,DOES,,DOES,1090118.00,907868.00,SCA0000055065
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,10/29/2021,DOES,,DOES,196755.00,180362.00,DSF0001008705
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,3/16/2023,DOES,,DOES,208272.00,,DSF0001034422
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,8/30/2019,1/6/2020,9/9/2019,2279,1963.00,1963.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,9/9/2019,2/12/2020,2/5/2020,10256,7937.00,7937.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,10/15/2020,7/11/2021,,195574,195574.00,182175.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,24500,18412.00,18412.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOMS: RM: 112 APPROX. 672SF RM: 112B(STORAGE ROOM) APPROX. 33,Construction,Complete,8/11/2023,IEH,10/2/2023,IEH,64441.00,62509.00,SCA0000072215
29,Q052,P.S. 52 - QUEENS,SCA IEH,"PO18-ABATE AND REPLACE FLOOR TILES ROOMS 209,253,205 ROOM 209 IS CLOSED DO TO THE DAMMAGED FLOOR",Construction,Complete,12/18/2023,IEH,1/14/2024,IEH,70793.00,2705.00,SCA0000072576
29,Q052,P.S. 52 - QUEENS,DIIT - Project Connect,"DATA/VOICE & WIRELESS NETWORK CABLE WIRING, NETWORK SERVER EQUIPMENT, DATA/VOICE & WIRELESS NETWORK",Purch & Install,In-Progress,2/6/2009,DIIT,,DIIT,276115.00,,DSF0000800163
29,Q052,P.S. 52 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,336680.00,,DSF0000960091
29,Q052,P.S. 52 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,52000.00,,DSF0001035333
29,Q052,P.S. 52 - QUEENS,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,,DSF0001086366
29,Q052,P.S. 52 - QUEENS,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,,DSF0001086367
29,Q052,P.S. 52 - QUEENS,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,4/1/2022,DOES,,DOES,58041.00,57260.00,DSF0001009190
29,Q052,P.S. 52 - QUEENS,DOE - Skilled Trades,PLAYGROUND UPGRADE,Construction,Complete,9/18/2023,DOES,11/14/2023,DOES,250047.00,216503.00,DSF0001072080
29,Q059,I.S. 59 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT,Scope,Complete,5/21/2019,10/4/2019,2/12/2020,19840,66321.00,62739.00,DSF0000901289
29,Q059,I.S. 59 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT,Design,Complete,2/12/2020,7/14/2020,3/22/2021,89280,91684.00,91209.00,DSF0000901289
29,Q059,I.S. 59 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT,Construction,In-Progress,8/16/2021,11/8/2022,,1150720,1044755.00,939769.00,DSF0000901289
29,Q059,I.S. 59 - QUEENS,SCA CIP,WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT,"CM,F&E",In-Progress,8/16/2021,11/8/2022,,213280,247109.00,234484.00,DSF0000901289
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/8/2022,11/23/2022,5/4/2023,96428,148238.00,146820.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,5/22/2023,10/24/2023,10/23/2023,482141,344656.00,311149.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,10848150,10848150.00,210105.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,674996,674996.00,28101.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY20 RESO A LIBRARY UPGRADE,Scope,Complete,2/22/2021,6/22/2021,7/20/2021,0,18081.00,18081.00,DSF0000913378
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY20 RESO A LIBRARY UPGRADE,Design,Complete,1/4/2022,5/19/2022,7/13/2022,56400,65570.00,52098.00,DSF0000913378
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY20 RESO A LIBRARY UPGRADE,Construction,In-Progress,2/27/2023,11/23/2023,,827200,610846.00,529830.00,DSF0000913378
29,Q059,I.S. 59 - QUEENS,SCA CIP RESOA,FY20 RESO A LIBRARY UPGRADE,"CM,F&E",In-Progress,2/27/2023,11/23/2023,,188255,214614.00,167173.00,DSF0000913378
29,Q059,I.S. 59 - QUEENS,SCA IEH,PO18-CLEAN UP AND RUM TEMS IN 4TH FLOR HALLWAY FOR FALLING CEILING TILES,Construction,Complete,10/16/2023,IEH,10/16/2023,IEH,10419.00,3844.00,SCA0000072404
29,Q059,I.S. 59 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,359533.00,,DSF0000960096
29,Q059,I.S. 59 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,65000.00,,DSF0001033759
29,Q059,I.S. 59 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,197000.00,,DSF0001035832
29,Q059,I.S. 59 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,,DSF0001086371
29,Q059,I.S. 59 - QUEENS,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,1/24/2023,DOES,,DOES,60651.00,29917.00,DSF0000866127
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Scope,Complete,4/28/2022,11/29/2022,11/14/2022,1076660,894949.00,768066.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Design,Complete,11/14/2022,5/18/2023,4/28/2023,4844970,1892997.00,1159020.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Construction,In-Progress,9/18/2023,9/3/2026,,61100455,55615584.00,241605.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,"CM,Art,F&E",In-Progress,9/18/2023,9/3/2026,,8613281,3624453.00,756946.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Scope,Complete,8/26/2022,12/30/2022,11/14/2022,32215,70801.00,66456.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Design,In-Progress,5/4/2023,11/20/2023,,161075,168007.00,92588.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Construction,PNS,PNS,PNS,PNS,3624195,3624195.00,4115.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,"CM,F&E",PNS,PNS,PNS,PNS,225505,225505.00,41636.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,4/28/2022,5/26/2022,5/19/2022,23090,28592.00,28592.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,5/20/2022,8/11/2022,9/30/2022,115450,160209.00,85737.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,DEMOLITION,Construction,In-Progress,4/13/2023,1/7/2024,,2597625,2386317.00,2084337.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,4/13/2023,1/7/2024,,161630,182153.00,164461.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER,Construction,In-Progress,11/30/2021,FTK,,FTK,218935.00,145242.00,DSF0000960586
29,Q095,P.S. 95 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,65000.00,,DSF0001033789
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Scope,Complete,3/16/2021,7/29/2021,12/7/2021,124001,208589.00,208589.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Design,Complete,12/8/2021,5/11/2022,5/10/2022,620000,407990.00,367555.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Construction,In-Progress,11/28/2022,11/16/2024,,13950000,12650465.00,8484889.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,"CM,F&E",In-Progress,11/28/2022,11/16/2024,,868000,200959.00,103171.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,2/14/2022,5/13/2022,4/18/2022,16059,11868.00,11868.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,4/19/2022,9/19/2022,9/21/2022,80295,47467.00,47467.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,1806635,1806635.00,7867.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",PNS,PNS,PNS,PNS,112413,112413.00,20137.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,8/6/2019,3/25/2020,11/21/2019,6265,6265.00,6265.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,11/21/2019,4/24/2020,2/5/2020,25126,25126.00,25126.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/15/2020,7/11/2021,,400267,400267.00,376138.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,66360,40845.00,32442.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,DIIT - RESOA,FY20 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,133000.00,,DSF0000913399
29,Q109,I.S. 109 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,113000.00,,DSF0001086403
29,Q109,I.S. 109 - QUEENS,DOE - RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,In-Progress,1/31/2018,DOER,,DOER,124328.00,181203.00,DSF0000822868
29,Q109,I.S. 109 - QUEENS,DOE - RESOA,FY23 RESO A LOCKER ROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,,DSF0001035233
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Scope,Complete,5/10/2022,4/17/2023,2/17/2023,1296661,806528.00,801226.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Design,Complete,2/21/2023,8/23/2023,4/20/2023,5834970,1987930.00,1261063.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
